Latitude (decimal degrees):	49.596
Longitude (decimal degrees):	11.008
Elevation (m):	281
Radiation database:	PVGIS-ERA5


Slope: 41 deg. (optimum)
Azimuth: -6 deg. (optimum)
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20130120:0430,0.0,0.0,0.0,0.0,0.0,-6.59,2.69,0.0
20130120:0530,0.0,0.0,0.0,0.0,0.0,-6.24,2.69,0.0
20130120:0630,0.0,0.0,0.0,0.0,0.0,-6.07,2.76,0.0
20130120:0730,43.14,39.0,22.71,0.6,2.85,-6.24,2.83,0.0
20130120:0830,98.03,38.54,80.45,2.17,10.04,-5.99,2.48,0.0
20130120:0930,123.37,30.26,115.33,3.2,15.62,-4.88,2.83,0.0
20130120:1030,280.6,163.37,145.72,4.58,19.14,-3.7,2.97,0.0
20130120:1130,245.38,134.57,139.01,4.39,20.27,-2.45,2.97,0.0
20130120:1230,207.53,118.58,116.18,3.74,18.87,-1.56,3.1,0.0
20130120:1330,149.53,96.61,78.26,2.6,15.1,-1.05,3.03,0.0
20130120:1430,63.52,33.1,51.55,1.48,9.32,-0.93,2.83,0.0
20130120:1530,2.16,0.0,9.85,0.27,1.98,-1.25,2.62,0.0
20130120:1630,0.0,0.0,0.0,0.0,0.0,-1.9,2.62,0.0
20130120:1730,0.0,0.0,0.0,0.0,0.0,-2.2,2.41,0.0
20130120:1830,0.0,0.0,0.0,0.0,0.0,-2.57,1.93,0.0
20130120:1930,0.0,0.0,0.0,0.0,0.0,-4.17,2.41,0.0
20130120:2030,0.0,0.0,0.0,0.0,0.0,-4.38,2.07,0.0
20130120:2130,0.0,0.0,0.0,0.0,0.0,-4.56,1.72,0.0
20130120:2230,0.0,0.0,0.0,0.0,0.0,-4.82,1.52,0.0
20130120:2330,0.0,0.0,0.0,0.0,0.0,-5.05,1.59,0.0
20130121:0030,0.0,0.0,0.0,0.0,0.0,-5.4,1.31,0.0
20130121:0130,0.0,0.0,0.0,0.0,0.0,-5.98,1.1,0.0
20130121:0230,0.0,0.0,0.0,0.0,0.0,-6.16,0.83,0.0
20130121:0330,0.0,0.0,0.0,0.0,0.0,-6.3,0.48,0.0
20130121:0430,0.0,0.0,0.0,0.0,0.0,-6.56,0.21,0.0
20130121:0530,0.0,0.0,0.0,0.0,0.0,-6.35,0.41,0.0
20130121:0630,0.0,0.0,0.0,0.0,0.0,-6.07,0.48,0.0
20130121:0730,2.29,0.0,9.93,0.27,2.99,-5.95,0.83,0.0
20130121:0830,16.04,0.0,29.28,0.8,10.21,-5.24,0.9,0.0
20130121:0930,40.82,0.29,58.06,1.59,15.81,-4.57,0.69,0.0
20130121:1030,60.83,1.68,78.88,2.16,19.35,-3.77,0.69,0.0
20130121:1130,46.07,0.87,63.66,1.75,20.49,-3.24,0.41,0.0
20130121:1230,73.3,2.38,92.04,2.53,19.1,-2.88,0.34,0.0
20130121:1330,46.91,0.0,65.67,1.79,15.33,-2.44,0.48,0.0
20130121:1430,23.74,0.99,38.08,1.04,9.55,-2.27,0.55,0.0
20130121:1530,3.01,0.0,11.3,0.31,2.2,-2.34,0.69,0.0
20130121:1630,0.0,0.0,0.0,0.0,0.0,-2.88,0.62,0.0
20130121:1730,0.0,0.0,0.0,0.0,0.0,-2.94,0.48,0.0
20130121:1830,0.0,0.0,0.0,0.0,0.0,-2.78,0.34,0.0
20130121:1930,0.0,0.0,0.0,0.0,0.0,-2.49,0.34,0.0
20130121:2030,0.0,0.0,0.0,0.0,0.0,-3.21,0.76,0.0
20130121:2130,0.0,0.0,0.0,0.0,0.0,-3.94,0.97,0.0
20130121:2230,0.0,0.0,0.0,0.0,0.0,-4.34,1.03,0.0
20130121:2330,0.0,0.0,0.0,0.0,0.0,-5.22,1.24,0.0
20130122:0030,0.0,0.0,0.0,0.0,0.0,-6.63,1.45,0.0
20130122:0130,0.0,0.0,0.0,0.0,0.0,-5.46,1.24,0.0
20130122:0230,0.0,0.0,0.0,0.0,0.0,-4.63,1.17,0.0
20130122:0330,0.0,0.0,0.0,0.0,0.0,-4.93,1.24,0.0
20130122:0430,0.0,0.0,0.0,0.0,0.0,-3.89,1.31,0.0
20130122:0530,0.0,0.0,0.0,0.0,0.0,-3.22,1.31,0.0
20130122:0630,0.0,0.0,0.0,0.0,0.0,-2.76,1.31,0.0
20130122:0730,4.92,3.02,11.42,0.31,3.14,-2.93,1.17,0.0
20130122:0830,51.7,22.88,47.94,1.36,10.38,-2.65,1.17,0.0
20130122:0930,101.46,49.91,74.46,2.25,16.0,-1.65,1.17,0.0
20130122:1030,86.82,18.89,90.62,2.57,19.56,-0.56,1.24,0.0
20130122:1130,130.9,65.27,91.16,2.89,20.71,0.02,0.9,0.0
20130122:1230,103.41,49.17,78.56,2.45,19.33,0.85,0.76,0.0
20130122:1330,76.17,27.85,70.86,2.08,15.56,1.1,1.1,0.0
20130122:1430,38.55,12.12,45.03,1.27,9.78,1.18,1.1,0.0
20130122:1530,2.83,2.04,9.25,0.26,2.43,0.75,0.69,0.0
20130122:1630,0.0,0.0,0.0,0.0,0.0,0.51,0.69,0.0
20130122:1730,0.0,0.0,0.0,0.0,0.0,0.36,0.69,0.0
20130122:1830,0.0,0.0,0.0,0.0,0.0,-0.27,0.97,0.0
20130122:1930,0.0,0.0,0.0,0.0,0.0,-0.68,0.55,0.0
20130122:2030,0.0,0.0,0.0,0.0,0.0,-1.01,0.62,0.0
20130122:2130,0.0,0.0,0.0,0.0,0.0,-2.21,0.97,0.0
20130122:2230,0.0,0.0,0.0,0.0,0.0,-2.93,1.1,0.0
20130122:2330,0.0,0.0,0.0,0.0,0.0,-2.58,1.03,0.0
20130123:0030,0.0,0.0,0.0,0.0,0.0,-2.75,1.03,0.0
20130123:0130,0.0,0.0,0.0,0.0,0.0,-2.38,0.83,0.0
20130123:0230,0.0,0.0,0.0,0.0,0.0,-2.42,0.83,0.0
20130123:0330,0.0,0.0,0.0,0.0,0.0,-2.52,0.83,0.0
20130123:0430,0.0,0.0,0.0,0.0,0.0,-2.49,0.83,0.0
20130123:0530,0.0,0.0,0.0,0.0,0.0,-2.59,0.83,0.0
20130123:0630,0.0,0.0,0.0,0.0,0.0,-2.78,0.76,0.0
20130123:0730,1.82,0.0,9.23,0.25,3.3,-1.13,0.48,0.0
20130123:0830,17.74,2.32,29.56,0.82,10.55,-0.84,0.41,0.0
20130123:0930,58.38,0.0,78.91,2.16,16.19,-0.66,0.48,0.0
20130123:1030,87.47,9.17,101.64,2.82,19.78,0.03,0.48,0.0
20130123:1130,67.25,4.65,84.37,2.33,20.95,0.7,0.76,0.0
20130123:1230,57.29,4.55,73.5,2.04,19.57,0.78,0.62,0.0
20130123:1330,72.59,22.8,71.99,2.08,15.8,0.72,0.48,0.0
20130123:1430,36.52,15.38,39.4,1.14,10.01,0.88,0.76,0.0
20130123:1530,9.1,12.76,9.05,0.27,2.65,0.67,0.76,0.0
20130123:1630,0.0,0.0,0.0,0.0,0.0,0.39,0.9,0.0
20130123:1730,0.0,0.0,0.0,0.0,0.0,-0.35,0.97,0.0
20130123:1830,0.0,0.0,0.0,0.0,0.0,-0.83,1.03,0.0
20130123:1930,0.0,0.0,0.0,0.0,0.0,-0.99,1.1,0.0
20130123:2030,0.0,0.0,0.0,0.0,0.0,-1.08,0.97,0.0
20130123:2130,0.0,0.0,0.0,0.0,0.0,-1.37,1.17,0.0
20130123:2230,0.0,0.0,0.0,0.0,0.0,-1.33,1.24,0.0
20130123:2330,0.0,0.0,0.0,0.0,0.0,-1.27,1.31,0.0
20130124:0030,0.0,0.0,0.0,0.0,0.0,-1.46,1.38,0.0
20130124:0130,0.0,0.0,0.0,0.0,0.0,-1.81,1.38,0.0
20130124:0230,0.0,0.0,0.0,0.0,0.0,-2.32,1.31,0.0
20130124:0330,0.0,0.0,0.0,0.0,0.0,-2.84,1.31,0.0
20130124:0430,0.0,0.0,0.0,0.0,0.0,-3.72,1.31,0.0
20130124:0530,0.0,0.0,0.0,0.0,0.0,-4.4,1.38,0.0
20130124:0630,0.0,0.0,0.0,0.0,0.0,-4.9,1.45,0.0
20130124:0730,33.62,37.34,13.95,0.42,3.46,-4.76,1.52,0.0
20130124:0830,176.71,140.16,61.19,2.08,10.73,-5.1,1.52,0.0
20130124:0930,220.7,148.2,99.21,3.33,16.4,-3.59,1.79,0.0
20130124:1030,371.22,273.95,136.25,5.14,20.0,-2.13,1.86,0.0
20130124:1130,348.1,246.19,140.49,5.2,21.19,-1.38,1.66,0.0
20130124:1230,310.71,215.04,131.92,4.76,19.82,-0.87,1.66,0.0
20130124:1330,322.85,244.05,117.39,4.38,16.05,-0.59,1.79,0.0
20130124:1430,172.3,123.32,78.66,2.45,10.25,-0.61,2.07,0.0
20130124:1530,52.51,60.45,17.08,0.56,2.88,-1.11,2.07,0.0
20130124:1630,0.0,0.0,0.0,0.0,0.0,-1.97,2.14,0.0
20130124:1730,0.0,0.0,0.0,0.0,0.0,-3.36,2.21,0.0
20130124:1830,0.0,0.0,0.0,0.0,0.0,-4.25,2.28,0.0
20130124:1930,0.0,0.0,0.0,0.0,0.0,-4.43,2.14,0.0
20130124:2030,0.0,0.0,0.0,0.0,0.0,-4.87,2.07,0.0
20130124:2130,0.0,0.0,0.0,0.0,0.0,-5.39,2.0,0.0
20130124:2230,0.0,0.0,0.0,0.0,0.0,-6.17,2.0,0.0
20130124:2330,0.0,0.0,0.0,0.0,0.0,-7.08,2.0,0.0
20130125:0030,0.0,0.0,0.0,0.0,0.0,-8.26,1.93,0.0
20130125:0130,0.0,0.0,0.0,0.0,0.0,-9.45,1.93,0.0
20130125:0230,0.0,0.0,0.0,0.0,0.0,-9.87,1.86,0.0
20130125:0330,0.0,0.0,0.0,0.0,0.0,-10.06,1.86,0.0
20130125:0430,0.0,0.0,0.0,0.0,0.0,-10.12,1.79,0.0
20130125:0530,0.0,0.0,0.0,0.0,0.0,-9.88,1.72,0.0
20130125:0630,0.0,0.0,0.0,0.0,0.0,-9.84,1.72,0.0
20130125:0730,55.42,46.52,27.8,0.74,3.63,-9.93,1.86,0.0
20130125:0830,200.79,122.03,101.0,2.8,10.92,-9.07,1.66,0.0
20130125:0930,287.05,173.17,140.62,4.32,16.61,-7.11,1.45,0.0
20130125:1030,354.33,231.35,157.94,5.33,20.23,-4.63,1.31,0.0
20130125:1130,334.37,190.92,178.61,5.66,21.43,-3.92,1.17,0.0
20130125:1230,308.72,183.1,159.73,5.16,20.07,-3.41,1.03,0.0
20130125:1330,213.5,125.08,116.63,3.7,16.3,-3.21,1.03,0.0
20130125:1430,122.81,72.93,74.77,2.21,10.5,-3.03,1.1,0.0
20130125:1530,26.86,30.39,14.86,0.46,3.12,-3.38,1.17,0.0
20130125:1630,0.0,0.0,0.0,0.0,0.0,-4.17,1.31,0.0
20130125:1730,0.0,0.0,0.0,0.0,0.0,-5.25,1.45,0.0
20130125:1830,0.0,0.0,0.0,0.0,0.0,-6.09,1.59,0.0
20130125:1930,0.0,0.0,0.0,0.0,0.0,-6.06,1.59,0.0
20130125:2030,0.0,0.0,0.0,0.0,0.0,-5.93,1.86,0.0
20130125:2130,0.0,0.0,0.0,0.0,0.0,-5.79,2.0,0.0
20130125:2230,0.0,0.0,0.0,0.0,0.0,-5.96,2.0,0.0
20130125:2330,0.0,0.0,0.0,0.0,0.0,-6.58,2.07,0.0
20130126:0030,0.0,0.0,0.0,0.0,0.0,-6.94,2.0,0.0
20130126:0130,0.0,0.0,0.0,0.0,0.0,-7.52,2.07,0.0
20130126:0230,0.0,0.0,0.0,0.0,0.0,-7.99,2.14,0.0
20130126:0330,0.0,0.0,0.0,0.0,0.0,-8.46,2.21,0.0
20130126:0430,0.0,0.0,0.0,0.0,0.0,-9.12,2.28,0.0
20130126:0530,0.0,0.0,0.0,0.0,0.0,-9.78,2.28,0.0
20130126:0630,0.0,0.0,0.0,0.0,0.0,-10.68,2.34,0.0
20130126:0730,88.14,79.22,30.57,0.83,3.81,-9.32,1.93,0.0
20130126:0830,224.71,142.98,104.82,2.95,11.12,-8.55,2.07,0.0
20130126:0930,501.84,395.99,148.98,5.72,16.82,-6.48,2.34,0.0
20130126:1030,667.66,582.51,159.66,7.88,20.47,-3.93,2.62,0.0
20130126:1130,706.93,639.99,156.9,8.63,21.68,-2.73,2.34,0.0
20130126:1230,658.3,599.81,144.38,8.03,20.32,-1.99,1.93,0.0
20130126:1330,531.43,469.81,127.11,6.25,16.55,-1.54,1.66,0.0
20130126:1430,318.44,263.07,97.38,3.54,10.74,-1.53,1.52,0.0
20130126:1530,97.36,102.15,26.93,0.88,3.36,-2.29,1.59,0.0
20130126:1630,0.0,0.0,0.0,0.0,0.0,-3.82,2.41,0.0
20130126:1730,0.0,0.0,0.0,0.0,0.0,-4.88,2.55,0.0
20130126:1830,0.0,0.0,0.0,0.0,0.0,-5.21,2.28,0.0
20130126:1930,0.0,0.0,0.0,0.0,0.0,-6.52,1.93,0.0
20130126:2030,0.0,0.0,0.0,0.0,0.0,-7.77,2.0,0.0
20130126:2130,0.0,0.0,0.0,0.0,0.0,-8.68,2.07,0.0
20130126:2230,0.0,0.0,0.0,0.0,0.0,-9.2,2.21,0.0
20130126:2330,0.0,0.0,0.0,0.0,0.0,-8.98,2.21,0.0
20130127:0030,0.0,0.0,0.0,0.0,0.0,-8.63,2.14,0.0
20130127:0130,0.0,0.0,0.0,0.0,0.0,-6.71,2.0,0.0
20130127:0230,0.0,0.0,0.0,0.0,0.0,-4.84,1.93,0.0
20130127:0330,0.0,0.0,0.0,0.0,0.0,-3.68,2.07,0.0
20130127:0430,0.0,0.0,0.0,0.0,0.0,-3.06,1.79,0.0
20130127:0530,0.0,0.0,0.0,0.0,0.0,-2.86,1.72,0.0
20130127:0630,0.0,0.0,0.0,0.0,0.0,-2.78,1.72,0.0
20130127:0730,21.67,17.82,19.24,0.54,3.99,-2.37,2.0,0.0
20130127:0830,102.32,56.25,69.21,2.0,11.32,-1.93,1.86,0.0
20130127:0930,197.42,128.37,97.04,3.24,17.05,-1.03,1.86,0.0
20130127:1030,108.82,36.39,96.57,2.85,20.71,0.18,2.21,0.0
20130127:1130,136.82,28.14,135.26,3.83,21.93,0.81,2.28,0.0
20130127:1230,66.99,0.0,88.97,2.43,20.58,1.7,2.41,0.0
20130127:1330,58.31,23.38,55.79,1.68,16.81,1.93,2.14,0.0
20130127:1430,28.47,1.03,44.33,1.22,10.99,2.03,2.28,0.0
20130127:1530,10.66,3.69,19.55,0.54,3.6,2.09,2.41,0.0
20130127:1630,0.0,0.0,0.0,0.0,0.0,1.66,2.48,0.0
20130127:1730,0.0,0.0,0.0,0.0,0.0,1.42,2.41,0.0
20130127:1830,0.0,0.0,0.0,0.0,0.0,1.44,2.28,0.0
20130127:1930,0.0,0.0,0.0,0.0,0.0,0.87,2.41,0.0
20130127:2030,0.0,0.0,0.0,0.0,0.0,0.76,2.34,0.0
20130127:2130,0.0,0.0,0.0,0.0,0.0,0.62,2.28,0.0
20130127:2230,0.0,0.0,0.0,0.0,0.0,0.58,2.21,0.0
20130127:2330,0.0,0.0,0.0,0.0,0.0,0.51,2.21,0.0
20130128:0030,0.0,0.0,0.0,0.0,0.0,0.47,2.07,0.0
20130128:0130,0.0,0.0,0.0,0.0,0.0,0.6,1.93,0.0
20130128:0230,0.0,0.0,0.0,0.0,0.0,0.61,1.79,0.0
20130128:0330,0.0,0.0,0.0,0.0,0.0,0.56,1.72,0.0
20130128:0430,0.0,0.0,0.0,0.0,0.0,0.5,1.66,0.0
20130128:0530,0.0,0.0,0.0,0.0,0.0,0.36,1.52,0.0
20130128:0630,0.0,0.0,0.0,0.0,0.0,0.4,1.52,0.0
20130128:0730,8.92,4.92,15.62,0.43,4.18,0.48,1.52,0.0
20130128:0830,37.05,0.5,54.64,1.49,11.53,0.65,1.86,0.0
20130128:0930,68.39,10.84,79.28,2.22,17.28,1.19,2.97,0.0
20130128:1030,72.87,0.0,95.3,2.6,20.96,1.59,3.17,0.0
20130128:1130,68.47,0.0,90.64,2.48,22.2,2.03,3.17,0.0
20130128:1230,45.66,0.0,65.32,1.79,20.85,2.36,3.03,0.0
20130128:1330,48.89,0.49,68.6,1.88,17.07,2.7,2.55,0.0
20130128:1430,38.33,9.81,47.36,1.34,11.25,2.98,2.41,0.0
20130128:1530,31.82,35.81,16.64,0.54,3.84,2.93,2.14,0.0
20130128:1630,0.0,0.0,0.0,0.0,0.0,2.56,2.21,0.0
20130128:1730,0.0,0.0,0.0,0.0,0.0,2.06,2.28,0.0
20130128:1830,0.0,0.0,0.0,0.0,0.0,2.07,2.62,0.0
20130128:1930,0.0,0.0,0.0,0.0,0.0,2.13,3.03,0.0
20130128:2030,0.0,0.0,0.0,0.0,0.0,2.43,3.31,0.0
20130128:2130,0.0,0.0,0.0,0.0,0.0,2.46,3.24,0.0
20130128:2230,0.0,0.0,0.0,0.0,0.0,2.41,3.24,0.0
20130128:2330,0.0,0.0,0.0,0.0,0.0,2.37,3.24,0.0
20130129:0030,0.0,0.0,0.0,0.0,0.0,2.07,3.24,0.0
20130129:0130,0.0,0.0,0.0,0.0,0.0,1.73,3.45,0.0
20130129:0230,0.0,0.0,0.0,0.0,0.0,1.52,3.86,0.0
20130129:0330,0.0,0.0,0.0,0.0,0.0,1.93,4.28,0.0
20130129:0430,0.0,0.0,0.0,0.0,0.0,2.22,4.62,0.0
20130129:0530,0.0,0.0,0.0,0.0,0.0,2.58,4.9,0.0
20130129:0630,0.0,0.0,0.0,0.0,0.0,3.09,5.03,0.0
20130129:0730,1.78,0.0,9.28,0.25,4.37,3.52,5.03,0.0
20130129:0830,8.35,0.81,18.99,0.52,11.74,4.0,5.24,0.0
20130129:0930,15.18,0.0,29.14,0.8,17.51,4.3,5.31,0.0
20130129:1030,13.87,0.0,27.43,0.75,21.21,4.37,5.1,0.0
20130129:1130,22.89,0.0,38.95,1.06,22.46,4.57,5.03,0.0
20130129:1230,10.75,0.0,23.25,0.64,21.12,4.76,5.1,0.0
20130129:1330,10.51,0.0,22.95,0.63,17.34,5.04,5.1,0.0
20130129:1430,4.4,0.0,13.89,0.38,11.51,5.24,5.31,0.0
20130129:1530,0.0,0.0,3.91,0.11,4.09,5.5,5.24,0.0
20130129:1630,0.0,0.0,0.0,0.0,0.0,5.67,4.9,0.0
20130129:1730,0.0,0.0,0.0,0.0,0.0,5.76,4.69,0.0
20130129:1830,0.0,0.0,0.0,0.0,0.0,5.88,4.62,0.0
20130129:1930,0.0,0.0,0.0,0.0,0.0,6.04,4.9,0.0
20130129:2030,0.0,0.0,0.0,0.0,0.0,6.09,4.97,0.0
20130129:2130,0.0,0.0,0.0,0.0,0.0,6.18,5.1,0.0
20130129:2230,0.0,0.0,0.0,0.0,0.0,6.32,5.24,0.0
20130129:2330,0.0,0.0,0.0,0.0,0.0,6.51,5.31,0.0
20130130:0030,0.0,0.0,0.0,0.0,0.0,6.79,5.45,0.0
20130130:0130,0.0,0.0,0.0,0.0,0.0,7.21,5.45,0.0
20130130:0230,0.0,0.0,0.0,0.0,0.0,7.47,5.31,0.0
20130130:0330,0.0,0.0,0.0,0.0,0.0,7.62,5.31,0.0
20130130:0430,0.0,0.0,0.0,0.0,0.0,7.77,5.24,0.0
20130130:0530,0.0,0.0,0.0,0.0,0.0,7.9,4.69,0.0
20130130:0630,0.0,0.0,0.0,0.0,0.0,8.15,5.24,0.0
20130130:0730,1.55,1.2,7.79,0.22,4.57,8.64,5.38,0.0
20130130:0830,8.79,1.12,19.67,0.54,11.96,8.98,4.83,0.0
20130130:0930,20.23,2.49,33.75,0.94,17.75,9.35,5.38,0.0
20130130:1030,73.36,33.72,64.52,2.01,21.47,9.86,5.72,0.0
20130130:1130,52.18,10.13,64.6,1.85,22.73,10.44,5.66,0.0
20130130:1230,19.15,0.69,34.37,0.95,21.4,10.81,5.86,0.0
20130130:1330,14.47,1.93,26.96,0.75,17.61,11.11,6.21,0.0
20130130:1430,2.76,0.0,11.34,0.31,11.77,11.37,6.55,0.0
20130130:1530,0.0,0.0,3.3,0.09,4.34,11.28,6.62,0.0
20130130:1630,0.0,0.0,0.0,0.0,0.0,11.08,6.62,0.0
20130130:1730,0.0,0.0,0.0,0.0,0.0,10.39,6.69,0.0
20130130:1830,0.0,0.0,0.0,0.0,0.0,9.69,6.76,0.0
20130130:1930,0.0,0.0,0.0,0.0,0.0,9.43,6.14,0.0
20130130:2030,0.0,0.0,0.0,0.0,0.0,8.35,5.72,0.0
20130130:2130,0.0,0.0,0.0,0.0,0.0,7.43,5.59,0.0
20130130:2230,0.0,0.0,0.0,0.0,0.0,6.58,5.31,0.0
20130130:2330,0.0,0.0,0.0,0.0,0.0,5.57,5.45,0.0
20130131:0030,0.0,0.0,0.0,0.0,0.0,5.05,5.59,0.0
20130131:0130,0.0,0.0,0.0,0.0,0.0,4.5,5.52,0.0
20130131:0230,0.0,0.0,0.0,0.0,0.0,4.14,5.38,0.0
20130131:0330,0.0,0.0,0.0,0.0,0.0,3.98,5.66,0.0
20130131:0430,0.0,0.0,0.0,0.0,0.0,3.87,5.52,0.0
20130131:0530,0.0,0.0,0.0,0.0,0.0,3.79,5.59,0.0
20130131:0630,0.0,0.0,0.0,0.0,-3.77,3.57,5.31,0.0
20130131:0730,117.32,110.76,36.97,1.07,4.78,4.17,5.03,0.0
20130131:0830,259.19,203.14,92.97,3.13,12.18,3.97,4.9,0.0
20130131:0930,243.01,150.24,128.25,4.12,18.0,4.53,4.34,0.0
20130131:1030,280.97,147.61,171.36,5.31,21.74,5.09,6.14,0.0
20130131:1130,558.62,462.57,166.0,7.61,23.01,5.86,6.14,0.0
20130131:1230,530.74,428.82,172.38,7.38,21.68,6.68,5.52,0.0
20130131:1330,327.1,221.75,152.22,5.18,17.89,7.38,5.45,0.0
20130131:1430,101.21,44.4,84.68,2.44,12.03,7.53,5.52,0.0
20130131:1530,34.83,35.95,20.7,0.67,4.59,7.26,6.21,0.0
20130131:1630,0.0,0.0,0.0,0.0,0.0,6.43,6.62,0.0
20130131:1730,0.0,0.0,0.0,0.0,0.0,5.76,6.62,0.0
20130131:1830,0.0,0.0,0.0,0.0,0.0,5.55,6.62,0.0
20130131:1930,0.0,0.0,0.0,0.0,0.0,5.54,6.76,0.0
20130131:2030,0.0,0.0,0.0,0.0,0.0,5.68,7.03,0.0
20130131:2130,0.0,0.0,0.0,0.0,0.0,5.3,6.69,0.0
20130131:2230,0.0,0.0,0.0,0.0,0.0,5.02,6.07,0.0
20130131:2330,0.0,0.0,0.0,0.0,0.0,4.69,5.17,0.0
20130201:0030,0.0,0.0,0.0,0.0,0.0,4.53,4.9,0.0
20130201:0130,0.0,0.0,0.0,0.0,0.0,4.18,4.76,0.0
20130201:0230,0.0,0.0,0.0,0.0,0.0,3.96,4.62,0.0
20130201:0330,0.0,0.0,0.0,0.0,0.0,3.89,4.48,0.0
20130201:0430,0.0,0.0,0.0,0.0,0.0,4.08,4.55,0.0
20130201:0530,0.0,0.0,0.0,0.0,0.0,4.07,4.28,0.0
20130201:0630,0.0,0.0,0.0,0.0,-3.57,3.95,3.93,0.0
20130201:0730,29.02,16.33,30.45,0.83,4.99,3.92,3.45,0.0
20130201:0830,66.34,17.18,71.83,2.0,12.42,4.27,3.31,0.0
20130201:0930,80.63,8.7,96.42,2.67,18.25,4.97,2.62,0.0
20130201:1030,121.72,24.29,125.54,3.56,22.01,5.6,4.14,0.0
20130201:1130,85.45,12.33,98.4,2.77,23.29,6.19,3.79,0.0
20130201:1230,44.34,0.56,64.19,1.76,21.96,6.09,2.97,0.0
20130201:1330,14.76,0.0,28.75,0.79,18.16,5.64,2.41,0.0
20130201:1430,4.01,0.0,13.28,0.36,12.3,5.37,2.41,0.0
20130201:1530,0.0,0.0,4.48,0.12,4.85,5.23,2.48,0.0
20130201:1630,0.0,0.0,0.0,0.0,0.0,5.19,2.76,0.0
20130201:1730,0.0,0.0,0.0,0.0,0.0,5.19,2.55,0.0
20130201:1830,0.0,0.0,0.0,0.0,0.0,5.33,2.55,0.0
20130201:1930,0.0,0.0,0.0,0.0,0.0,5.15,2.55,0.0
20130201:2030,0.0,0.0,0.0,0.0,0.0,5.39,2.48,0.0
20130201:2130,0.0,0.0,0.0,0.0,0.0,5.71,2.55,0.0
20130201:2230,0.0,0.0,0.0,0.0,0.0,6.02,2.76,0.0
20130201:2330,0.0,0.0,0.0,0.0,0.0,6.14,2.83,0.0
20130202:0030,0.0,0.0,0.0,0.0,0.0,5.9,2.76,0.0
20130202:0130,0.0,0.0,0.0,0.0,0.0,5.6,2.62,0.0
20130202:0230,0.0,0.0,0.0,0.0,0.0,5.25,2.76,0.0
20130202:0330,0.0,0.0,0.0,0.0,0.0,4.83,3.24,0.0
20130202:0430,0.0,0.0,0.0,0.0,0.0,3.9,3.52,0.0
20130202:0530,0.0,0.0,0.0,0.0,0.0,2.54,3.59,0.0
20130202:0630,0.0,0.0,0.0,0.0,-3.37,1.39,3.45,0.0
20130202:0730,8.31,0.0,19.56,0.53,5.2,1.03,3.86,0.0
20130202:0830,82.29,30.15,74.86,2.12,12.65,1.01,4.9,0.0
20130202:0930,234.26,155.87,108.48,3.78,18.51,1.31,5.38,0.0
20130202:1030,320.56,202.84,154.82,5.34,22.28,2.14,4.83,0.0
20130202:1130,418.83,319.81,146.89,6.21,23.58,3.16,4.48,0.0
20130202:1230,329.75,223.35,147.3,5.43,22.25,3.58,4.14,0.0
20130202:1330,291.34,195.15,135.05,4.75,18.45,3.62,3.86,0.0
20130202:1430,120.32,67.25,80.69,2.47,12.57,3.49,3.52,0.0
20130202:1530,59.77,48.83,36.2,1.07,5.1,2.55,2.41,0.0
20130202:1630,0.0,0.0,0.0,0.0,-3.48,1.81,3.03,0.0
20130202:1730,0.0,0.0,0.0,0.0,0.0,1.1,3.72,0.0
20130202:1830,0.0,0.0,0.0,0.0,0.0,0.57,3.86,0.0
20130202:1930,0.0,0.0,0.0,0.0,0.0,-0.08,3.38,0.0
20130202:2030,0.0,0.0,0.0,0.0,0.0,-0.9,2.97,0.0
20130202:2130,0.0,0.0,0.0,0.0,0.0,-1.47,2.62,0.0
20130202:2230,0.0,0.0,0.0,0.0,0.0,-1.76,2.48,0.0
20130202:2330,0.0,0.0,0.0,0.0,0.0,-1.63,2.55,0.0
20130203:0030,0.0,0.0,0.0,0.0,0.0,-1.48,2.55,0.0
20130203:0130,0.0,0.0,0.0,0.0,0.0,-1.08,2.83,0.0
20130203:0230,0.0,0.0,0.0,0.0,0.0,-0.94,3.17,0.0
20130203:0330,0.0,0.0,0.0,0.0,0.0,-0.65,3.93,0.0
20130203:0430,0.0,0.0,0.0,0.0,0.0,-0.37,3.79,0.0
20130203:0530,0.0,0.0,0.0,0.0,0.0,-0.06,4.07,0.0
20130203:0630,0.0,0.0,0.0,0.0,-3.17,0.14,4.07,0.0
20130203:0730,67.26,57.77,32.41,0.93,5.43,-0.15,3.31,0.0
20130203:0830,203.05,141.85,91.05,2.92,12.89,0.23,3.03,0.0
20130203:0930,301.81,207.28,128.63,4.55,18.77,0.75,4.55,0.0
20130203:1030,493.37,375.01,171.45,6.94,22.56,1.45,4.62,0.0
20130203:1130,432.46,310.15,170.53,6.63,23.87,2.17,4.28,0.0
20130203:1230,266.09,138.64,162.12,5.19,22.54,2.68,4.55,0.0
20130203:1330,236.59,133.23,136.14,4.4,18.73,2.59,4.83,0.0
20130203:1430,186.05,118.95,98.51,3.15,12.84,2.52,4.83,0.0
20130203:1530,77.4,67.1,38.35,1.19,5.36,2.18,4.21,0.0
20130203:1630,0.0,0.0,0.0,0.0,-3.24,1.56,3.93,0.0
20130203:1730,0.0,0.0,0.0,0.0,0.0,0.86,3.93,0.0
